Source,Target,Type,Id,Label,timeset,Weight,operation_id,op_role,tie_year,tie_extinguish,kinship,1985_1989,1990_1994
802,577,Directed,3248,,,2,43,,2004,2004,0,,
802,598,Directed,3249,,,2,43,,2004,2006,0,,
802,1556,Directed,3250,,,2,43,,2004,2004,0,,
802,1558,Directed,3251,,,2,43,,2004,2004,0,,
802,1561,Directed,3252,,,2,43,,2004,2004,0,,
802,1590,Directed,3253,,,2,43,,1999,2004,0,,
802,1595,Directed,3254,,,2,43,,2004,2004,0,,
1504,177,Directed,3255,,,2,43,,2003,2004,0,,
1504,1507,Directed,3256,,,2,43,,2004,2004,0,,
1504,1530,Directed,3257,,,2,43,,2004,2004,0,,
1504,1541,Directed,3258,,,2,43,,2004,2004,0,,
1504,1553,Directed,3259,,,2,43,,2003,2004,0,,
1504,1555,Directed,3260,,,2,43,,2004,2004,0,,
1504,1563,Directed,3261,,,2,43,,1996,2004,0,,
1504,1570,Directed,3262,,,2,43,,2004,2004,0,,
1504,1574,Directed,3263,,,2,43,,2004,2004,0,,
1504,1579,Directed,3264,,,2,43,,2003,2004,0,,
1504,1580,Directed,3265,,,2,43,,2004,2004,0,,
1504,1590,Directed,3266,,,2,43,,2004,2004,0,,
1506,801,Directed,3267,,,2,43,,2004,2005,0,,
1506,1562,Directed,3268,,,2,43,,2000,2005,0,,
1506,1582,Directed,3269,,,2,43,,2001,2005,0,,
1507,177,Directed,3270,,,2,43,,2004,2004,0,,
1507,1504,Directed,3271,,,2,43,,2004,2004,0,,
1507,1530,Directed,3272,,,2,43,,2004,2004,0,,
1507,1579,Directed,3273,,,2,43,,2004,2004,0,,
1507,1590,Directed,3274,,,2,43,,<1999,2004,0,,
1509,177,Directed,3275,,,2,43,,2004,2005,0,,
1509,1562,Directed,3276,,,2,43,,2004,2005,0,,
1509,1579,Directed,3277,,,2,43,,2004,2005,0,,
1509,1580,Directed,3278,,,2,43,,1980s,2005,2,1,1
1509,1582,Directed,3279,,,2,43,,2002,2005,0,,
1509,1590,Directed,3280,,,2,43,,2004,2004,0,,
1530,177,Directed,3281,,,2,43,,2004,2004,0,,
1530,1504,Directed,3282,,,2,43,,2004,2004,0,,
1530,1507,Directed,3283,,,2,43,,2004,2004,0,,
1530,1555,Directed,3284,,,2,43,,2004,2004,0,,
1530,1563,Directed,3285,,,2,43,,2004,2004,0,,
1530,1574,Directed,3286,,,2,43,,2004,2004,0,,
1530,1579,Directed,3287,,,2,43,,2004,2004,0,,
1530,1580,Directed,3288,,,2,43,,2004,2004,0,,
1534,577,Directed,3289,,,2,43,,2004,2004,0,,
1534,1590,Directed,3290,,,2,43,,2001,2004,0,,
1541,177,Directed,3291,,,2,43,,2004,2004,5,,
1541,1504,Directed,3292,,,2,43,,2004,2004,0,,
1541,1555,Directed,3293,,,2,43,,2004,2004,0,,
1541,1570,Directed,3294,,,2,43,,2004,2004,0,,
1553,177,Directed,3295,,,2,43,,2003,2004,0,,
1553,1504,Directed,3296,,,2,43,,2003,2004,0,,
1553,1555,Directed,3297,,,2,43,,2004,2004,0,,
1553,1556,Directed,3298,,,2,43,,1997,2004,0,,
1553,1563,Directed,3299,,,2,43,,1997,2004,0,,
1553,1570,Directed,3300,,,2,43,,2004,2004,0,,
1553,1579,Directed,3301,,,2,43,,2003,2004,0,,
1555,177,Directed,3302,,,2,43,,2004,2004,0,,
1555,1504,Directed,3303,,,2,43,,2004,2004,0,,
1555,1530,Directed,3304,,,2,43,,2004,2004,0,,
1555,1541,Directed,3305,,,2,43,,2004,2004,0,,
1555,1553,Directed,3306,,,2,43,,2004,2004,0,,
1555,1563,Directed,3307,,,2,43,,2004,2004,0,,
1555,1570,Directed,3308,,,2,43,,2004,2004,0,,
1555,1574,Directed,3309,,,2,43,,2004,2004,0,,
1555,1579,Directed,3310,,,2,43,,2004,2004,0,,
1556,177,Directed,3311,,,2,43,,2004,2004,0,,
1556,577,Directed,3312,,,2,43,,2004,2004,0,,
1556,598,Directed,3313,,,2,43,,2004,2004,0,,
1556,802,Directed,3314,,,2,43,,2004,2004,0,,
1556,1553,Directed,3315,,,2,43,,1997,2004,0,,
1556,1558,Directed,3316,,,2,43,,2004,2004,0,,
1556,1561,Directed,3317,,,2,43,,2000,2004,0,,
1556,1562,Directed,3318,,,2,43,,2004,2004,0,,
1556,1570,Directed,3319,,,2,43,,2000,2004,0,,
1556,1580,Directed,3320,,,2,43,,1993,2004,0,,1
1556,1590,Directed,3321,,,2,43,,2004,2004,0,,
1556,1595,Directed,3322,,,2,43,,1992,2004,0,,1
1558,577,Directed,3323,,,2,43,,1980s,2004,0,2,2
1558,598,Directed,3324,,,2,43,,2004,2004,0,,
1558,800,Directed,3325,,,2,43,,2004,2004,0,,
1558,802,Directed,3326,,,2,43,,2004,2004,0,,
1558,1556,Directed,3327,,,2,43,,2004,2004,0,,
1558,1561,Directed,3328,,,2,43,,2004,2004,0,,
1558,1590,Directed,3329,,,2,43,,2004,2004,0,,
1558,1595,Directed,3330,,,2,43,,2004,2004,0,,
1561,177,Directed,3331,,,2,43,,2004,2004,0,,
1561,577,Directed,3332,,,2,43,,2004,2004,0,,
1561,598,Directed,3333,,,2,43,,2004,2004,0,,
1561,802,Directed,3334,,,2,43,,2004,2004,0,,
1561,1556,Directed,3335,,,2,43,,2000,2004,0,,
1561,1558,Directed,3336,,,2,43,,2004,2004,0,,
1561,1570,Directed,3337,,,2,43,,2000,2004,0,,
1561,1590,Directed,3338,,,2,43,,2002,2004,0,,
1561,1595,Directed,3339,,,2,43,,2000,2004,0,,
1562,177,Directed,3340,,,2,43,,2004,2005,0,,
1562,801,Directed,3341,,,2,43,,2000,2005,0,,
1562,1506,Directed,3342,,,2,43,,2000,2005,0,,
1562,1509,Directed,3343,,,2,43,,2004,2005,0,,
1562,1556,Directed,3344,,,2,43,,2004,2004,0,,
1562,1570,Directed,3345,,,2,43,,2004,2004,0,,
1562,1579,Directed,3346,,,2,43,,2001,2005,0,,
1562,1582,Directed,3347,,,2,43,,2000,2005,0,,
1562,1595,Directed,3348,,,2,43,,2004,2004,0,,
1563,177,Directed,3349,,,2,43,,2003,2004,0,,
1563,1504,Directed,3350,,,2,43,,1996,2004,0,,
1563,1530,Directed,3351,,,2,43,,2004,2004,0,,
1563,1553,Directed,3352,,,2,43,,1997,2004,0,,
1563,1555,Directed,3353,,,2,43,,2004,2004,0,,
1563,1574,Directed,3354,,,2,43,,2004,2004,0,,
1563,1579,Directed,3355,,,2,43,,2003,2004,0,,
1570,177,Directed,3356,,,2,43,,2004,2004,0,,
1570,1504,Directed,3357,,,2,43,,2004,2004,0,,
1570,1541,Directed,3358,,,2,43,,2004,2004,0,,
1570,1553,Directed,3359,,,2,43,,2004,2004,0,,
1570,1555,Directed,3360,,,2,43,,2004,2004,0,,
1570,1556,Directed,3361,,,2,43,,2000,2004,0,,
1570,1561,Directed,3362,,,2,43,,2000,2004,0,,
1570,1562,Directed,3363,,,2,43,,2004,2004,0,,
1570,1595,Directed,3364,,,2,43,,2000,2004,0,,
1574,177,Directed,3365,,,2,43,,2003,2007,0,,
1574,1504,Directed,3366,,,2,43,,2004,2004,0,,
1574,1530,Directed,3367,,,2,43,,2004,2004,0,,
1574,1555,Directed,3368,,,2,43,,2004,2004,0,,
1574,1563,Directed,3369,,,2,43,,2004,2004,0,,
1574,1579,Directed,3370,,,2,43,,2003,2005,0,,
1579,177,Directed,3371,,,4,44,,1995-1999,2005,0,,
1579,577,Directed,3372,,,2,43,,2004,2004,0,,
1579,1504,Directed,3373,,,2,43,,2003,2004,0,,
1579,1507,Directed,3374,,,2,43,,2004,2004,0,,
1579,1509,Directed,3375,,,2,43,,2004,2005,0,,
1579,1530,Directed,3376,,,2,43,,2004,2004,0,,
1579,1553,Directed,3377,,,2,43,,2003,2004,0,,
1579,1555,Directed,3378,,,2,43,,2004,2004,0,,
1579,1562,Directed,3379,,,2,43,,2001,2005,0,,
1579,1563,Directed,3380,,,2,43,,2003,2004,0,,
1579,1574,Directed,3381,,,2,43,,2003,2005,0,,
1579,1580,Directed,3382,,,3,44,,2004,2005,0,,
1579,1590,Directed,3383,,,2,43,,2004,2004,0,,
1580,177,Directed,3384,,,3,44,,2004,2005,0,,
1580,800,Directed,3385,,,3,44,,1993,2006,0,,2
1580,1504,Directed,3386,,,2,43,,2004,2004,0,,
1580,1509,Directed,3387,,,2,43,,1980s,2005,2,1,1
1580,1530,Directed,3388,,,2,43,,2004,2004,0,,
1580,1556,Directed,3389,,,2,43,,1993,2004,0,,1
1580,1579,Directed,3390,,,3,44,,2004,2005,0,,
1580,1590,Directed,3391,,,2,43,,2004,2004,0,,
1580,1595,Directed,3392,,,2,43,,1993,2004,0,,1
1582,177,Directed,3393,,,2,43,,2004,2005,0,,
1582,801,Directed,3394,,,2,43,,1999,2005,0,,
1582,1506,Directed,3395,,,2,43,,2001,2005,0,,
1582,1509,Directed,3396,,,2,43,,2002,2005,0,,
1582,1562,Directed,3397,,,2,43,,2000,2005,0,,
1590,177,Directed,3398,,,2,43,,2004,2004,0,,
1590,577,Directed,3399,,,2,43,,2003,2004,0,,
1590,598,Directed,3400,,,2,43,,2004,2004,0,,
1590,800,Directed,3401,,,2,43,,2004,2004,0,,
1590,802,Directed,3402,,,2,43,,1999,2004,0,,
1590,1504,Directed,3403,,,2,43,,2004,2004,0,,
1590,1507,Directed,3404,,,2,43,,<1999,2004,0,,
1590,1509,Directed,3405,,,2,43,,2004,2004,0,,
1590,1534,Directed,3406,,,2,43,,2001,2004,0,,
1590,1556,Directed,3407,,,2,43,,2004,2004,0,,
1590,1558,Directed,3408,,,2,43,,2004,2004,0,,
1590,1561,Directed,3409,,,2,43,,2002,2004,0,,
1590,1579,Directed,3410,,,2,43,,2004,2004,0,,
1590,1580,Directed,3411,,,2,43,,2004,2004,0,,
1590,1595,Directed,3412,,,2,43,,2004,2004,0,,
1595,177,Directed,3413,,,2,43,,2004,2004,0,,
1595,577,Directed,3414,,,2,43,,2004,2004,0,,
1595,598,Directed,3415,,,2,43,,Birth,2004,3,3,3
1595,802,Directed,3416,,,2,43,,2004,2004,0,,
1595,1556,Directed,3417,,,2,43,,1992,2004,0,,1
1595,1558,Directed,3418,,,2,43,,2004,2004,0,,
1595,1561,Directed,3419,,,2,43,,2000,2004,0,,
1595,1562,Directed,3420,,,2,43,,2004,2004,0,,
1595,1570,Directed,3421,,,2,43,,2000,2004,0,,
1595,1580,Directed,3422,,,2,43,,1993,2004,0,,1
1595,1590,Directed,3423,,,2,43,,2004,2004,0,,
177,596,Directed,3740,,,2,44,,2005,2005,,,
177,810,Directed,3742,,,2,44,,2005,2005,,,
177,814,Directed,3744,,,2,44,,2005,2005,,,
177,815,Directed,3745,,,2,44,,2005,2005,,,
177,829,Directed,3747,,,2,44,,2005,2005,,,
177,830,Directed,3748,,,2,44,,2005,2005,,,
177,831,Directed,3749,,,2,44,,2005,2005,,,
177,839,Directed,3752,,,2,44,,2005,2005,,,
177,1605,Directed,3755,,,2,44,,2005,2005,,,
594,595,Directed,3756,,,2,44,,1999,2005,,,
594,800,Directed,3757,,,2,44,,,,,,
594,810,Directed,3758,,,2,44,,2003,2005,,,
595,594,Directed,3759,,,2,44,,1999,2005,,,
595,596,Directed,3760,,,2,44,,2005,2005,,,
595,800,Directed,3761,,,2,44,,,,,,
595,810,Directed,3762,,,2,44,,2003,2005,,,
596,177,Directed,3763,,,2,44,,2005,2005,,,
596,595,Directed,3764,,,2,44,,2005,2005,,,
596,810,Directed,3765,,,2,44,,2003,2005,,,
800,594,Directed,3768,,,2,44,,,,,,
800,595,Directed,3769,,,2,44,,,,,,
800,810,Directed,3770,,,2,44,,2005,2005,,,
800,829,Directed,3771,,,2,44,,2005,2005,,,
800,830,Directed,3772,,,2,44,,2005,2005,,,
800,831,Directed,3773,,,2,44,,2005,2005,,,
800,1579,Directed,3774,,,2,44,,2004,2005,,,
810,177,Directed,3776,,,2,44,,2005,2005,,,
810,594,Directed,3777,,,2,44,,2003,2005,,,
810,595,Directed,3778,,,2,44,,2003,2005,,,
810,596,Directed,3779,,,2,44,,2003,2005,,,
810,800,Directed,3780,,,2,44,,2005,2005,,,
810,815,Directed,3782,,,2,44,,2005,2005,,,
810,830,Directed,3783,,,2,44,,,,,,
810,1605,Directed,3784,,,2,44,,2005,2005,,,
814,177,Directed,3799,,,2,44,,2005,2005,,,
814,839,Directed,3800,,,2,44,,2005,2005,,,
814,1579,Directed,3801,,,2,44,,<2005,2005,,,
814,1605,Directed,3802,,,2,44,,<2005,2005,,,
815,177,Directed,3803,,,2,44,,2005,2005,,,
815,810,Directed,3804,,,2,44,,2005,2005,,,
815,829,Directed,3806,,,2,44,,,,,,
815,830,Directed,3807,,,2,44,,,,,,
815,831,Directed,3808,,,2,44,,,,,,
815,1605,Directed,3810,,,2,44,,2005,2005,,,
829,177,Directed,3849,,,2,44,,2005,2005,,,
829,800,Directed,3850,,,2,44,,2005,2005,,,
829,815,Directed,3851,,,2,44,,,,,,
829,830,Directed,3852,,,2,44,,2005,2005,,,
829,831,Directed,3853,,,2,44,,2004,2005,,,
829,1580,Directed,3855,,,2,44,,2005,2005,,,
829,1605,Directed,3856,,,2,44,,,,,,
830,177,Directed,3857,,,2,44,,2005,2005,,,
830,800,Directed,3858,,,2,44,,2005,2005,,,
830,810,Directed,3859,,,2,44,,,,,,
830,815,Directed,3860,,,2,44,,,,,,
830,829,Directed,3861,,,2,44,,2005,2005,,,
830,831,Directed,3862,,,2,44,,2005,2005,,,
830,1580,Directed,3864,,,2,44,,,,,,
831,177,Directed,3865,,,2,44,,2005,2005,,,
831,800,Directed,3866,,,2,44,,2005,2005,,,
831,815,Directed,3867,,,2,44,,,,,,
831,829,Directed,3869,,,2,44,,2004,2005,,,
831,830,Directed,3870,,,2,44,,2005,2005,,,
831,1580,Directed,3872,,,2,44,,1999,2005,,,
839,177,Directed,3903,,,2,44,,2005,2005,,,
839,814,Directed,3904,,,2,44,,2005,2005,,,
839,1579,Directed,3905,,,2,44,,2005,2005,,,
839,1605,Directed,3906,,,2,44,,2005,2005,,,
1579,800,Directed,3923,,,2,44,,2004,2005,,,
1579,814,Directed,3924,,,2,44,,<2005,2005,,,
1579,839,Directed,3926,,,2,44,,2005,2005,,,
1579,1605,Directed,3928,,,2,44,,<2005,2005,,,
1580,829,Directed,3931,,,2,44,,2005,2005,,,
1580,830,Directed,3932,,,2,44,,,,,,
1580,831,Directed,3933,,,2,44,,1999,2005,,,
1605,177,Directed,3935,,,2,44,,2005,2005,,,
1605,810,Directed,3936,,,2,44,,2005,2005,,,
1605,814,Directed,3938,,,2,44,,<2005,2005,,,
1605,815,Directed,3939,,,2,44,,2005,2005,,,
