Source,Target,Type,Id,Label,timeset,Weight,operation_id,op_role,tie_year,tie_extinguish,kinship,1985_1989,1990_1994
60,57,Directed,4593,,,1,911,,1995,2001,,,
57,61,Directed,4594,,,1,911,,1995,2001,,,
61,57,Directed,4595,,,1,911,,1995,2001,,,
1016,57,Directed,4596,,,1,911,,1999,1999,,,
57,1016,Directed,4597,,,1,911,,1999,1999,,,
1017,57,Directed,4598,,,1,911,,1997,2001,,,
57,1017,Directed,4599,,,1,911,,1997,2001,,,
1005,64,Directed,4600,,,1,911,,1998,2002,,,
64,1005,Directed,4601,,,1,911,,1998,2002,,,
65,66,Directed,4602,,,1,911,,1998,2001,,,
66,65,Directed,4603,,,1,911,,1998,2001,,,
60,65,Directed,4604,,,1,911,,1998,2000,,,
65,60,Directed,4605,,,1,911,,1998,2000,,,
61,65,Directed,4606,,,1,911,,1997,2000,,,
65,61,Directed,4607,,,1,911,,1997,2000,,,
58,65,Directed,4608,,,1,911,,1998,2000,,,
65,58,Directed,4609,,,1,911,,1998,2000,,,
1005,66,Directed,4610,,,1,911,,1998,2001,,,
66,1005,Directed,4611,,,1,911,,1998,2001,,,
60,66,Directed,4612,,,1,911,,1998,2001,,,
66,60,Directed,4613,,,1,911,,1998,2001,,,
61,66,Directed,4614,,,1,911,,1998,2001,,,
66,61,Directed,4615,,,1,911,,1998,2001,,,
1016,66,Directed,4616,,,1,911,,1998,2000,,,
66,1016,Directed,4617,,,1,911,,1998,2000,,,
1017,66,Directed,4618,,,1,911,,1998,2000,,,
66,1017,Directed,4619,,,1,911,,1998,2000,,,
58,66,Directed,4620,,,1,911,,1999,2001,,,
66,58,Directed,4621,,,1,911,,1999,2001,,,
60,1005,Directed,4622,,,1,911,,1998,2001,,,
1005,60,Directed,4623,,,1,911,,1998,2001,,,
1005,1017,Directed,4624,,,1,911,,1999,1999,,,
1017,1005,Directed,4625,,,1,911,,1999,1999,,,
58,1005,Directed,4626,,,1,911,,1998,2001,,,
1005,58,Directed,4627,,,1,911,,1998,2001,,,
1016,60,Directed,4628,,,1,911,,1997,2001,,,
60,1016,Directed,4629,,,1,911,,1997,2001,,,
58,60,Directed,4630,,,1,911,,1995,2001,,,
60,58,Directed,4631,,,1,911,,1995,2001,,,
61,1016,Directed,4632,,,1,911,,1998,1999,,,
1016,61,Directed,4633,,,1,911,,1998,1999,,,
1017,61,Directed,4634,,,1,911,,1998,2002,,,
61,1017,Directed,4635,,,1,911,,1998,2002,,,
58,61,Directed,4636,,,1,911,,1995,2002,,,
61,58,Directed,4637,,,1,911,,1995,2002,,,
58,1016,Directed,4640,,,1,911,,1998,2001,,,
1016,58,Directed,4641,,,1,911,,1998,2001,,,
58,1017,Directed,4642,,,1,911,,1997,2001,,,
1017,58,Directed,4643,,,1,911,,1997,2001,,,
64,1039,Directed,4644,,,1,911,,1999,1999,,,
1039,64,Directed,4645,,,1,911,,1999,1999,,,
61,1039,Directed,4646,,,1,911,,2001,2001,,,
1039,61,Directed,4647,,,1,911,,2001,2001,,,
1005,1039,Directed,4648,,,1,911,,1999,2001,,,
1039,1005,Directed,4649,,,1,911,,1999,2001,,,
