,ID,Group,Color,Arrest_Date,Release_Date,Death_Date,1985_1989,1990_1994,Dataset Number,Dataset,Label,Country,City
14,193,,red,8/?/2001,,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
15,365,,red,4/27/03,8/?/2007,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
16,368,,red,12/?/2001,5/?/2006,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
17,373,,red,12/?/2001,,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
18,376,,red,12/?/2001,,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
19,524,,red,,,10/12/02,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
20,538,,red,,,?/?/2000,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
21,539,,red,?/?/2002,,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
22,540,,red,6/?2005,,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
23,542,,red,5/22/03,,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
24,543,,red,,,?/?/2000,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
25,544,,red,,,?/?/2000,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
26,545,,red,,,?/?/2000,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
27,546,,red,,,?/?/2002,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
28,577,,red,,,9/9/04,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
29,587,,red,,,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
30,588,,red,,,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
31,589,,red,?/?/2002,,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
32,590,,red,12/3/02,,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
33,594,,red,11/17/05,8/17/08,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
34,595,,red,11/18/05,1/24/10,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
35,596,,red,11/17/05,5/17/09,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
36,598,,red,1/?/2006,4/?/2008,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
37,650,,red,,,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
38,800,,red,,,4/29/06,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
39,801,,red,,,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
40,802,,red,,,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
41,810,,red,11/10/05,9/1/14,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
42,812,,red,1/13/06,1/13/12,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
43,814,,red,1/13/03,,11/9/05,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
44,815,,red,11/1/05,11/1/20,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
45,816,,red,1/13/06,1/13/12,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
46,817,,red,1/19/06,1/19/18,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
47,819,,red,11/23/05,11/23/14,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
48,820,,red,1/18/06,1/25/06,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
49,824,,red,1/1/06,11/29/11,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
50,828,,red,1/13/06,11/29/16,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
51,829,,red,,,10/1/05,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
52,830,,red,,,10/1/05,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
53,831,,red,,,10/1/05,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
54,834,,red,1/13/06,11/1/12,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
55,835,,red,1/18/06, ,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
56,838,,red,1/1/06,11/29/16,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
57,839,,red,11/9/05,9/7/24,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
58,840,,red,,,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
59,841,,red,,,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
60,1502,,red,1/21/03,,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
61,1503,,red,11/19/02,,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
62,1504,,red,11/5/04,,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
63,1506,,red,6/?/2005,,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
64,1507,,red,9/16/04,,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
65,1508,,red,1/?/2001,,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
66,1509,,red,7/?/2005,,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
67,1512,,red,11/26/02,,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
68,1513,,red,11/29/02,,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
69,1517,,red,5/?/2003,?/?/2006,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
70,1518,,red,?/?/2001,6/?/2006,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
71,1521,,red,6/12/03,?/?/2007,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
72,1527,,red,1/16/01,?/?/2005,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
73,1529,,red,5/7/03,?/?/2006,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
74,1530,,red,11/5/04,,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
75,1532,,red,12/4/02,,3/2/06,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
76,1534,,red,9/?/2004,?/?/2007,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
77,1541,,red,10/?/2004,12/?/2006,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
78,1546,,red,1/13/01,?/?/2005,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
79,1549,,red,4/22/03,,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
80,1553,,red,7/13/04,12/?/2006,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
81,1555,,red,6/30/04,?/?/2011,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
82,1556,,red,7/27/04,,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
83,1558,,red,11/5/04,?/?/2014,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
84,1559,,red,6/?/2003,,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
85,1561,,red,7/?/2004,3/?/2007,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
86,1562,,red,6/?/2005,?/?/2012,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
87,1563,,red,6/30/04,,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
88,1564,,red,1/13/03,,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
89,1565,,red,2/16/04,,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
90,1566,,red,?/?/2001,?/?/2004,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
91,1567,,red,10/?/2002,11/?/2004,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
92,1568,,red,,,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
93,1570,,red,8/?/2004, ,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
94,1573,,red,,,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
95,1574,,red,,,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
96,1576,,red,,,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
97,1577,,red,11/25/02,1/15/07,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
98,1579,,red,,,11/9/05,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
99,1580,,red,,,4/29/06,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
100,1582,,red,7/2/05,?/?/2012,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
101,1588,,red,1/?/2001,,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
102,1590,,red,11/5/04,,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
103,1594,,red,11/21/02,,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
104,1595,,red,7/26/04,3/?/2007,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
105,1597,,red,6/?/2003,,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
106,1605,,red,,,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
107,2360,,red,,,,2,2,8,"Southeast Asian Aggregate Attack Series 2005, Indonesia",SEA,Indonesia,
0,3000,1.0,Orange,7/27/05,,,2,2,9,"Vivace Bombing Cell 7/21/2005, London",VIV,United Kingdom,London
1,3001,1.0,Orange,?/?/2005,,,2,2,9,"Vivace Bombing Cell 7/21/2005, London",VIV,United Kingdom,London
2,3002,1.0,Orange,?/?/2005,,,2,2,9,"Vivace Bombing Cell 7/21/2005, London",VIV,United Kingdom,London
3,3003,1.0,Orange,?/?/2005,,,2,2,9,"Vivace Bombing Cell 7/21/2005, London",VIV,United Kingdom,London
4,3004,1.0,Orange,7/29/05,,,2,2,9,"Vivace Bombing Cell 7/21/2005, London",VIV,United Kingdom,London
